id,year,team,average_age,runs_per_game,wins,losses,win_loss_percentage,ERA,run_average_9,games,games_started,games_finished,complete_game,shutouts,saves,innings_pitched,hits,runs,earned_runs,home_runs,walks,intentional_walks,strikeouts,hit_batter,balks,wild_pitches,batters_faced,WHIP,hits_9,homeruns_9,walks_9,strikeouts_9,strikeout_walk
289,1987,MBC Blue Dragons,26.8,3.77,50,51,0.495,3.36,3.77,108,,,20,4,26,971.5,966,407,363,48,335,,372,50,,,4118,1.339,8.9,0.4,3.1,3.4,1.11
290,1987,Samsung Lions,27.7,3.95,64,44,0.593,3.58,4.01,108,,,26,8,30,959.1,926,427,381,62,416,,360,45,,,4078,1.399,8.7,0.6,3.9,3.4,0.87
291,1987,Binggre Eagles,26.3,4.2,47,57,0.452,3.78,4.28,108,,,51,6,7,955.1,970,454,401,75,281,,364,37,,,4020,1.309,9.1,0.7,2.6,3.4,1.3
292,1987,Chungbo Pintos,26.6,4.85,41,65,0.387,4.36,4.93,108,,,42,5,9,956.1,1063,524,463,69,327,,328,36,,,4140,1.454,10,0.6,3.1,3.1,1
293,1986,OB Bears,27,3.16,56,48,0.538,2.61,3.15,108,,,30,12,19,975.2,820,341,283,43,390,,394,29,,,4003,1.24,7.6,0.4,3.6,3.6,1.01
294,1986,Lotte Giants,27.3,3.33,50,52,0.49,2.74,3.29,108,,,33,6,11,983.2,896,360,299,48,325,,520,49,,,4097,1.241,8.2,0.4,3,4.8,1.6
295,1986,MBC Blue Dragons,25.9,3.34,59,41,0.59,2.78,3.3,108,,,11,3,30,984.5,880,361,304,45,341,,415,32,,,4038,1.24,8,0.4,3.1,3.8,1.22
296,1986,Samsung Lions,28.2,3.42,70,37,0.654,2.95,3.44,108,,,34,7,33,966.2,848,369,317,62,385,,388,29,,,4012,1.276,7.9,0.6,3.6,3.6,1.01
297,1986,Haitai Tigers,24.2,3.44,67,37,0.644,2.86,3.41,108,,,28,11,23,982.8,857,372,312,41,334,,533,34,,,4058,1.212,7.8,0.4,3.1,4.9,1.6
298,1986,Binggre Eagles,26.3,4.32,31,76,0.29,3.65,4.4,108,,,42,8,3,955.9,932,467,388,90,284,,407,47,,,3993,1.272,8.8,0.8,2.7,3.8,1.43
299,1986,Chungbo Pintos,26.7,4.69,32,74,0.302,3.99,4.73,108,,,24,6,10,962.2,1001,506,427,68,356,,408,57,,,4163,1.41,9.4,0.6,3.3,3.8,1.15
300,1985,Samsung Lions,29.3,3.45,77,32,0.706,2.97,3.41,110,,,27,5,41,1001.5,871,379,331,62,368,,496,34,,,4121,1.237,7.8,0.6,3.3,4.5,1.35
301,1985,MBC Blue Dragons,26.3,3.71,44,65,0.404,3.24,3.74,110,,,28,4,13,981.9,902,408,354,63,385,,353,44,,,4124,1.311,8.3,0.6,3.5,3.2,0.92
302,1985,OB Bears,26.7,3.78,51,57,0.472,3.14,3.77,110,,,25,3,13,993,882,416,346,64,386,,433,40,,,4112,1.277,8,0.6,3.5,3.9,1.12
303,1985,Lotte Giants,27.1,3.82,59,51,0.536,3.05,3.81,110,,,32,11,15,992.1,936,420,336,60,324,,513,44,,,4131,1.27,8.5,0.5,2.9,4.7,1.58
304,1985,Haitai Tigers,24.4,4.23,57,52,0.523,3.64,4.23,110,,,11,2,20,988.8,979,465,400,83,296,,450,51,,,4146,1.29,8.9,0.8,2.7,4.1,1.52
305,1985,Chungbo Pintos,28.7,5.52,39,70,0.358,4.88,5.58,110,,,38,3,15,978.1,1130,607,530,118,399,,394,60,,,4359,1.563,10.4,1.1,3.7,3.6,0.99
306,1984,OB Bears,24.7,2.98,58,41,0.586,2.54,3.03,100,,,13,2,31,885.1,720,298,250,51,331,,445,44,,,3601,1.187,7.3,0.5,3.4,4.5,1.34
307,1984,MBC Blue Dragons,26,3.74,51,48,0.515,3.19,3.75,100,,,39,6,10,897.1,876,374,318,59,275,,356,43,,,3741,1.283,8.8,0.6,2.8,3.6,1.29
308,1984,Samsung Lions,28.3,3.79,55,45,0.55,3.35,3.85,100,,,30,6,13,886.2,806,379,330,48,380,,476,44,,,3740,1.338,8.2,0.5,3.9,4.8,1.25
309,1984,Lotte Giants,26.1,3.9,50,48,0.51,3.31,3.99,100,,,26,1,11,880.2,865,390,324,75,300,,454,40,,,3723,1.323,8.8,0.8,3.1,4.6,1.51
310,1984,Haitai Tigers,25.2,3.98,43,54,0.443,3.17,4,100,,,26,6,12,896.1,833,398,316,67,279,,459,40,,,3749,1.241,8.4,0.7,2.8,4.6,1.65
311,1984,Sammi Superstars,27.2,4.61,38,59,0.392,4.05,4.61,100,,,24,2,18,899.1,895,461,405,83,372,,461,50,,,3845,1.409,9,0.8,3.7,4.6,1.24
312,1983,MBC Blue Dragons,26.1,3.35,55,43,0.561,2.72,3.32,100,,,31,6,17,908.2,787,335,275,45,298,,367,44,,,3725,1.194,7.8,0.4,3,3.6,1.23
313,1983,Sammi Superstars,28.6,3.72,52,47,0.525,3.05,3.68,100,,,56,7,8,909,848,372,308,66,263,,392,36,,,3713,1.222,8.4,0.7,2.6,3.9,1.49
314,1983,Haitai Tigers,25.3,3.9,55,44,0.556,3.16,3.97,100,,,27,10,14,883.5,803,390,310,56,286,,456,45,,,3707,1.232,8.2,0.6,2.9,4.6,1.59
315,1983,Samsung Lions,26.1,4.18,46,50,0.479,3.42,4.18,100,,,34,7,12,899.2,833,418,342,65,335,,399,58,,,3785,1.299,8.3,0.7,3.4,4,1.19
316,1983,OB Bears,26.9,4.32,44,55,0.444,3.54,4.36,100,,,27,8,18,892.2,897,432,351,81,315,,329,62,,,3789,1.358,9,0.8,3.2,3.3,1.04
317,1983,Lotte Giants,26.4,4.64,43,56,0.434,3.79,4.65,100,,,29,4,7,897.8,935,464,378,90,260,,415,47,,,3827,1.331,9.4,0.9,2.6,4.2,1.6
318,1982,Samsung Lions,27.2,3.21,53,26,0.671,2.7,3.28,80,,,23,8,17,704.1,618,257,211,57,187,,305,30,,,2830,1.143,7.9,0.7,2.4,3.9,1.63
319,1982,OB Bears,26.5,3.98,56,24,0.7,3.19,3.95,80,,,32,4,10,725.1,625,318,257,41,289,,318,33,,,3020,1.26,7.8,0.5,3.6,3.9,1.1
320,1982,MBC Blue Dragons,25.9,4.38,46,33,0.582,3.51,4.45,80,,,19,8,15,708.1,660,350,276,52,259,,394,47,,,2994,1.298,8.4,0.7,3.3,5,1.52
321,1982,Lotte Giants,26.3,4.81,31,49,0.388,3.95,4.86,80,,,26,4,4,713.2,763,385,313,69,261,,363,29,,,3080,1.435,9.6,0.9,3.3,4.6,1.39
322,1982,Haitai Tigers,23.5,4.85,38,42,0.475,3.76,4.93,80,,,24,2,3,707.9,698,388,296,50,295,,348,39,,,3067,1.403,8.9,0.6,3.8,4.4,1.18
323,1982,Sammi Superstars,24.3,7.18,15,65,0.188,6.23,7.47,80,,,7,0,5,692,883,574,479,93,313,,175,50,,,3217,1.728,11.5,1.2,4.1,2.3,0.56
