Post_num,Followers
681,91
15,404
162,164
12,57
12,3
77,20
24,1
61,342
14,0
37,814
429,260
6,43
7,2
162,92
14,60
10,99
4,167
467,6229
1526,236
145,20
248,60
6,12
58,82
4899,273
3899,3485
38,205
40,124
576,559
633,2934
89,1355
102,419
33,156
104,4
508,2264
117,48
972,926
360,3057
133,832
164,105
769,171
179,51
446,3686
72,42
4007,1024
9678,2283
465,573
158,1265
722,8283
60,625
210,310
9203,3325
708,620
25,559
180,462
995,11만
1488,727
2199,408
8757,872
653,2013
1686,2577
318,63
45,2.5만
411,1227
118,373
1004,149
85,1482
4807,3785
2264,2384
553,1086
2094,414
898,1006
536,613
130,69
3261,1420
191,241
295,268
11,1219
5413,2.3만
5,50
5,0
530,368
13,20
100,27
3,86
2259,331
38,77
19,64
3640,469
11,46
2697,3676
63,130
330,161
1.1만,3463
11,1
485,1599
74,532
12,137
242,110
534,1245
575,127
