Post_num,Followers
49,21
9,41
487,341
7703,4917
77,137
534,114
2409,1145
1123,377
24,9
6839,779
64,472
774,115
66,155
18,2
93,273
156,197
3,0
1162,1만
829,1252
2355,3.4만
370,275
29,29
101,28
4610,5만
33,166
116,1013
1612,324
505,129
5244,1.6만
198,259
1191,1541
798,612
398,398
0,0
22,224
1238,731
278,204
1178,619
255,35
247,138
581,1071
21,1
146,73
909,595
69,106
511,150
205,635
226,269
147,2177
664,45
267,305
122,109
528,3.4만
91,246
37,14
245,241
842,4373
341,720
51,790
1101,203
19,18
331,6783
12,16
826,605
1017,2706
296,59
33,207
34,18
88,1218
1146,497
1.2만,5978
426,122
100,93
4018,623
4116,1022
113,50
1259,1.1만
107,628
112,719
1188,178
26,252
17,184
1358,475
1795,2100
887,957
949,7840
152,1420
146,162
239,589
991,1059
2380,8027
23,215
50,622
147,45
138,127
51,31
4030,312
631,70
371,1850
287,9625
