Post_num,Followers
33,83
262,262
457,90
70,338
310,108
2930,132
519,6650
402,1479
579,1308
1120,2764
13,888
15,98
947,1004
29,55
82,166
1048,467
1553,1230
6509,6289
1.2만,4540
264,4310
748,4652
340,1532
2446,1161
59,101
88,19
195,788
1537,1969
69,460
125,74
224,2049
179,3558
560,1507
19,26
4387,6599
210,28
7,0
45,84
2211,1148
61,15
1098,477
1398,202
34,591
1028,2968
56,95
48,164
378,1591
258,240
13,8
178,1591
66,144
266,1005
139,2058
343,580
1061,713
42,143
257,3702
35,52
963,484
5,7
120,80
711,3249
1545,3637
1681,204
257,115
295,183
2369,1970
7,69
396,2864
110,332
1740,2335
566,6161
225,504
9514,3688
696,316
5045,2122
2444,753
1106,310
170,121
81,101
70,97
147,150
106,45
4405,4837
1635,339
20,25
20,19
6,0
248,69
3300,1883
88,523
401,281
3592,1.3만
101,419
498,457
1148,3572
33,133
1672,783
2014,446
787,2342
286,754
